Tue Nov 28 11:01:41 2023,bitrue,USDT,KAVA,BTC,0.752,16.3,2e-05,76.0,37090.04,37.7726,98.64372340425533
Tue Nov 28 11:01:49 2023,bequant,USDT,ALPACA,BTC,0.189999,3.2,3.373e-06,149.7,37087.34,0.00021,65.84013485334133
Tue Nov 28 11:01:57 2023,binance,USDT,NEO,BTC,10.65,56.64,0.0002868,39.34,37089.93,0.79657,99.88161430985916
Tue Nov 28 11:01:57 2023,bequant,USDT,ALPACA,BTC,0.189999,3.2,3.373e-06,149.7,37087.34,0.00021,65.84013485334133
Tue Nov 28 11:01:59 2023,ascendex,USDT,ADA,BTC,0.37424,2895.0,1.0012e-05,17.0,37079.35,0.214,99.19796178922616
Tue Nov 28 11:02:10 2023,bequant,USDT,SENT,BTC,0.0003387,9918.0,5.4e-09,30000.0,37086.68,0.00798,59.12845349867139
Tue Nov 28 11:02:10 2023,bitrue,USDT,XRP,BTC,0.6031,299460.0,1.615e-05,297.0,37086.12,0.021,99.31036942463938
Tue Nov 28 11:02:18 2023,bitmex,USDT,ETH,BTC,2020.0,0.17,0.0543707,0.19,37050.5,0.0906,99.72582278960397
Tue Nov 28 11:02:21 2023,bitfinex,USDT,XMR,BTC,165.0,4.1,0.0044449,2.81440934,37083.0,0.01143096,99.8971070909091
Tue Nov 28 11:02:28 2023,bequant,USDT,SENT,BTC,0.0003387,9918.0,5.4e-09,30000.0,37079.7,0.00021,59.11732506643046
Tue Nov 28 11:02:28 2023,ascendex,USDT,ALGO,BTC,0.1323,7056.0,3.54e-06,985.9,37065.7,0.214,99.17806349206347
Tue Nov 28 11:02:30 2023,binance,USDT,NEO,BTC,10.65,34.48,0.0002869,6.66,37077.59,2.41004,99.88319784976524
Tue Nov 28 11:02:36 2023,bitmex,USDT,ETH,BTC,2019.6,0.099,0.0543707,0.19,37042.5,0.0001,99.72403717320262
Tue Nov 28 11:02:37 2023,bitrue,USDT,QNT,BTC,97.3,5.9,0.001868,3.0,37077.59,0.2072,71.18287576567317
